,Gene_ID,Gene_Name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene,Chromosome,Start,End,Biotype
1895,ENSG00000143158.11,MPC2,4138.993567,-0.824822546,0.219090933,-3.764749803,0.000166716,0.001995232,ENSG00000143158.11,1,167916675,167937072,protein_coding
1896,ENSG00000143179.16,UCK2,184.3093077,0.587517723,0.148045432,3.968496124,7.23e-05,0.00100409,ENSG00000143179.16,1,165827614,165911618,protein_coding
1897,ENSG00000143198.13,MGST3,1161.468144,-0.514111706,0.173496638,-2.963237278,0.003044218,0.020686941,ENSG00000143198.13,1,165631213,165661796,protein_coding
1898,ENSG00000143222.12,UFC1,810.8927334,-0.349783211,0.134198897,-2.606453702,0.009148519,0.049040307,ENSG00000143222.12,1,161152776,161158856,protein_coding
1899,ENSG00000143256.5,PFDN2,503.2486408,-0.838833427,0.235270083,-3.565406265,0.000363293,0.003774998,ENSG00000143256.5,1,161100556,161118055,protein_coding
1900,ENSG00000143353.12,LYPLAL1,616.220761,-0.897017685,0.202824801,-4.422623282,9.75e-06,0.000192809,ENSG00000143353.12,1,219173869,219212865,protein_coding
1901,ENSG00000143373.18,ZNF687,251.584078,0.894164226,0.136033546,6.573115631,4.93e-11,5.63e-09,ENSG00000143373.18,1,151281618,151292176,protein_coding
1902,ENSG00000143374.18,TARS2,553.9480064,0.43819919,0.128249608,3.416768254,0.000633692,0.005909054,ENSG00000143374.18,1,150487414,150507602,protein_coding
1903,ENSG00000143390.18,RFX5,263.8930522,0.730315253,0.267670561,2.728410813,0.00636403,0.036914358,ENSG00000143390.18,1,151340640,151347326,protein_coding
1904,ENSG00000143393.17,PI4KB,483.8417161,0.773251297,0.119576755,6.466568675,1e-10,1.05e-08,ENSG00000143393.17,1,151291797,151327715,protein_coding
1905,ENSG00000143401.15,ANP32E,647.2730793,-0.720094327,0.261505192,-2.753652126,0.005893437,0.03490992,ENSG00000143401.15,1,150218417,150236156,protein_coding
1906,ENSG00000143409.17,MINDY1,302.1955306,0.534133226,0.152036414,3.513192751,0.000442756,0.004416464,ENSG00000143409.17,1,150996549,151008376,protein_coding
1907,ENSG00000143416.21,SELENBP1,5359.42942,0.566032048,0.217633779,2.600846473,0.009299406,0.049635623,ENSG00000143416.21,1,151364304,151372707,protein_coding
1908,ENSG00000143450.19,OAZ3,32.26215088,0.695477233,0.200561707,3.467647155,0.000525036,0.005076327,ENSG00000143450.19,1,151762899,151771334,protein_coding
1909,ENSG00000143507.18,DUSP10,638.5886294,-0.957751433,0.260904734,-3.670885616,0.000241712,0.002695258,ENSG00000143507.18,1,221701424,221742089,protein_coding
1910,ENSG00000143537.14,ADAM15,333.5769305,1.377563765,0.24571594,5.606326419,2.07e-08,1.04e-06,ENSG00000143537.14,1,155050566,155062775,protein_coding
1911,ENSG00000143543.15,JTB,1202.403363,-0.92026498,0.217175516,-4.237425079,2.26e-05,0.000390239,ENSG00000143543.15,1,153974269,153977674,protein_coding
1912,ENSG00000143546.10,S100A8,82.26183849,-1.51378341,0.426477512,-3.549503472,0.000385958,0.003965293,ENSG00000143546.10,1,153390032,153391073,protein_coding
1913,ENSG00000143569.19,UBAP2L,682.310516,0.495384932,0.142501529,3.476348179,0.000508292,0.004946674,ENSG00000143569.19,1,154220179,154271510,protein_coding
1914,ENSG00000143627.19,PKLR,2144.890275,0.990514171,0.287473738,3.445581425,0.000569832,0.005415675,ENSG00000143627.19,1,155289293,155301438,protein_coding
1915,ENSG00000143641.10,GALNT2,1412.173409,0.929032289,0.267251199,3.476251149,0.000508476,0.004946674,ENSG00000143641.10,1,230057990,230282122,protein_coding
1916,ENSG00000143702.16,CEP170,249.895282,-0.428277578,0.149142184,-2.87160592,0.004083919,0.026155665,ENSG00000143702.16,1,243124428,243255793,protein_coding
1917,ENSG00000143740.15,SNAP47,434.0359025,0.633728789,0.152121645,4.165934359,3.1e-05,0.000505695,ENSG00000143740.15,1,227728200,227781826,protein_coding
1918,ENSG00000143742.14,SRP9,4024.00889,-0.715260642,0.267829777,-2.670579238,0.00757205,0.042291834,ENSG00000143742.14,1,225777813,225790468,protein_coding
1919,ENSG00000143786.8,CNIH3,23.68641056,-0.690835118,0.244705065,-2.823133717,0.004755673,0.029423816,ENSG00000143786.8,1,224434660,224740554,protein_coding
1920,ENSG00000143799.14,PARP1,1042.319139,0.562710769,0.176255282,3.192589541,0.001410032,0.011233213,ENSG00000143799.14,1,226360210,226408154,protein_coding
1921,ENSG00000143819.13,EPHX1,18714.90232,0.726357557,0.17992907,4.036910532,5.42e-05,0.000798965,ENSG00000143819.13,1,225810124,225845563,protein_coding
1922,ENSG00000143842.15,SOX13,318.5821834,0.522473865,0.194500068,2.686240017,0.007226116,0.040833983,ENSG00000143842.15,1,204073115,204127743,protein_coding
1923,ENSG00000143858.12,SYT2,4.216403068,1.852700364,0.657144354,2.819320217,0.004812548,0.029706695,ENSG00000143858.12,1,202590596,202710454,protein_coding
1924,ENSG00000143862.8,ARL8A,292.7291682,0.577744004,0.152178547,3.796487834,0.000146761,0.001790448,ENSG00000143862.8,1,202133404,202144743,protein_coding
1925,ENSG00000143870.13,PDIA6,3214.482319,0.762886794,0.265064403,2.878118621,0.004000547,0.02571942,ENSG00000143870.13,2,10783391,10837977,protein_coding
1926,ENSG00000143878.10,RHOB,5328.682987,-1.778991224,0.436979634,-4.071107864,4.68e-05,0.00071022,ENSG00000143878.10,2,20447074,20449440,protein_coding
1927,ENSG00000143933.20,CALM2,4563.719948,-0.6468992,0.207801797,-3.113058737,0.001851592,0.013897173,ENSG00000143933.20,2,47160084,47176921,protein_coding
1928,ENSG00000143947.15,RPS27A,8261.317598,-0.857844026,0.216310477,-3.965799709,7.32e-05,0.001013478,ENSG00000143947.15,2,55231903,55235853,protein_coding
1929,ENSG00000143971.9,ETAA1,236.6984379,-0.36802822,0.137082087,-2.684728755,0.007258869,0.040992305,ENSG00000143971.9,2,67397322,67412089,protein_coding
1930,ENSG00000143977.14,SNRPG,578.5772434,-1.08039815,0.169049213,-6.391027392,1.65e-10,1.57e-08,ENSG00000143977.14,2,70281362,70293740,protein_coding
1931,ENSG00000143995.20,MEIS1,137.2618599,-0.913731411,0.214816763,-4.253538677,2.1e-05,0.000367019,ENSG00000143995.20,2,66433452,66573869,protein_coding
1932,ENSG00000144028.15,SNRNP200,2141.566139,0.66786201,0.154390846,4.32578761,1.52e-05,0.000279314,ENSG00000144028.15,2,96274338,96321271,protein_coding
1933,ENSG00000144034.16,TPRKB,265.8725561,-0.854894911,0.185911772,-4.59839041,4.26e-06,9.64e-05,ENSG00000144034.16,2,73729104,73737400,protein_coding
1934,ENSG00000144040.13,SFXN5,1627.186667,0.681364857,0.205987837,3.307791692,0.000940347,0.008109002,ENSG00000144040.13,2,72942036,73075619,protein_coding
1935,ENSG00000144043.12,TEX261,1027.158338,0.7266801,0.116285057,6.24912709,4.13e-10,3.46e-08,ENSG00000144043.12,2,70968325,70994873,protein_coding
1936,ENSG00000144048.11,DUSP11,195.3888812,-0.520437103,0.150548577,-3.456938032,0.00054635,0.005241422,ENSG00000144048.11,2,73761782,73780132,protein_coding
1937,ENSG00000144136.11,SLC20A1,695.8803608,-0.688266499,0.251912858,-2.732161051,0.006292038,0.036631784,ENSG00000144136.11,2,112645939,112663825,protein_coding
1938,ENSG00000144182.17,LIPT1,91.60039867,-0.992461849,0.171607722,-5.783316964,7.32e-09,4.33e-07,ENSG00000144182.17,2,99154955,99163157,protein_coding
1939,ENSG00000144230.17,GPR17,11.74601025,2.037977132,0.446807505,4.56119718,5.09e-06,0.000112167,ENSG00000144230.17,2,127645864,127652639,protein_coding
1940,ENSG00000144233.11,AMMECR1L,356.8556441,0.474169853,0.133113816,3.562138544,0.000367846,0.003810873,ENSG00000144233.11,2,127861630,127885967,protein_coding
1941,ENSG00000144283.23,PKP4,1092.345685,0.39822465,0.136049804,2.927050521,0.003421933,0.022727332,ENSG00000144283.23,2,158456952,158682879,protein_coding
1942,ENSG00000144331.20,ZNF385B,467.8467026,-0.567359682,0.165960475,-3.418643394,0.000629341,0.005874815,ENSG00000144331.20,2,179441982,179861612,protein_coding
1943,ENSG00000144401.14,METTL21A,160.595514,-0.504021621,0.193472502,-2.605133113,0.009183857,0.049160898,ENSG00000144401.14,2,207580631,207625928,protein_coding
1944,ENSG00000144407.10,PTH2R,14.41905977,1.669450933,0.640174497,2.60780606,0.009112457,0.048897747,ENSG00000144407.10,2,208359714,208854503,protein_coding
1945,ENSG00000144451.20,SPAG16,220.3544803,-0.65473533,0.13714766,-4.773944611,1.81e-06,4.66e-05,ENSG00000144451.20,2,213284389,214410501,protein_coding
1946,ENSG00000144468.17,RHBDD1,414.8505372,0.532154588,0.145578805,3.655439998,0.000256741,0.00283094,ENSG00000144468.17,2,226835581,226999215,protein_coding
1947,ENSG00000144504.16,ANKMY1,113.6659804,0.48666073,0.169904241,2.864323608,0.004179008,0.026656191,ENSG00000144504.16,2,240479422,240569209,protein_coding
1948,ENSG00000144535.20,DIS3L2,132.2806165,0.596875974,0.169579794,3.519735212,0.000431978,0.004343993,ENSG00000144535.20,2,231961245,232344350,protein_coding
1949,ENSG00000144566.11,RAB5A,701.4696764,-0.612895138,0.198921941,-3.081083638,0.002062487,0.015167691,ENSG00000144566.11,3,19947097,19985175,protein_coding
1950,ENSG00000144589.22,STK11IP,96.39753782,0.948007439,0.342707395,2.766229885,0.005670854,0.033898824,ENSG00000144589.22,2,219597857,219616451,protein_coding
1951,ENSG00000144591.20,GMPPA,602.8269206,0.702885934,0.260328711,2.699993914,0.006934074,0.039519088,ENSG00000144591.20,2,219498865,219513898,protein_coding
1952,ENSG00000144648.16,ACKR2,142.5614388,0.845596309,0.187235977,4.516206347,6.3e-06,0.000133713,ENSG00000144648.16,3,42804752,42887974,protein_coding
1953,ENSG00000144655.15,CSRNP1,226.5751151,-1.453796808,0.349569877,-4.158816029,3.2e-05,0.00051713,ENSG00000144655.15,3,39141855,39154562,protein_coding
1954,ENSG00000144674.17,GOLGA4,1511.001024,0.586908705,0.182294155,3.219569516,0.001283832,0.010422069,ENSG00000144674.17,3,37243191,37366879,protein_coding
1955,ENSG00000144713.13,RPL32,9087.829264,-0.986483514,0.206934568,-4.76712771,1.87e-06,4.8e-05,ENSG00000144713.13,3,12834485,12841582,protein_coding
1956,ENSG00000144744.17,UBA3,541.5568102,-0.521125891,0.180337497,-2.889725651,0.003855782,0.024976376,ENSG00000144744.17,3,69054730,69080408,protein_coding
1957,ENSG00000144785.8,AC073896,613.6858876,-0.41447686,0.146650548,-2.826289201,0.004709073,0.029219037,ENSG00000144785.8,12,56285916,56316059,protein_coding
1958,ENSG00000144827.9,ABHD10,992.0844926,-0.570499793,0.154741053,-3.686803091,0.000227089,0.002558306,ENSG00000144827.9,3,111979010,111993368,protein_coding
1959,ENSG00000144848.11,ATG3,671.9494949,-0.435595148,0.164398779,-2.649625198,0.008058111,0.044390768,ENSG00000144848.11,3,112532510,112562046,protein_coding
1960,ENSG00000144852.20,NR1I2,2366.267097,0.688760122,0.234096613,2.942204561,0.003258846,0.021836853,ENSG00000144852.20,3,119780484,119818487,protein_coding
1961,ENSG00000145022.5,TCTA,694.8983768,0.401370243,0.127805119,3.140486433,0.001686675,0.012922716,ENSG00000145022.5,3,49412212,49416476,protein_coding
1962,ENSG00000145029.14,NICN1,111.3423845,0.898338739,0.159392134,5.636029291,1.74e-08,8.97e-07,ENSG00000145029.14,3,49422333,49429326,protein_coding
1963,ENSG00000145041.16,DCAF1,386.0186653,0.551092779,0.116919524,4.713436738,2.44e-06,6.01e-05,ENSG00000145041.16,3,51395867,51500015,protein_coding
1964,ENSG00000145088.9,EAF2,30.42781988,-1.536170079,0.268133808,-5.729117452,1.01e-08,5.64e-07,ENSG00000145088.9,3,121835183,121886526,protein_coding
1965,ENSG00000145192.13,AHSG,77965.21642,0.556883352,0.160050002,3.479433584,0.000502475,0.004906927,ENSG00000145192.13,3,186613060,186621318,protein_coding
1966,ENSG00000145214.14,DGKQ,122.1806798,1.160853243,0.271843633,4.270297701,1.95e-05,0.000345544,ENSG00000145214.14,4,958887,986895,protein_coding
1967,ENSG00000145217.14,SLC26A1,178.7071653,2.443406343,0.29128448,8.388384933,4.93e-17,3.05e-14,ENSG00000145217.14,4,979073,993440,protein_coding
1968,ENSG00000145247.12,OCIAD2,1356.679922,-0.494164594,0.138721815,-3.562270234,0.000367662,0.003810102,ENSG00000145247.12,4,48885019,48906937,protein_coding
1969,ENSG00000145293.17,ENOPH1,355.4809796,-0.968754574,0.18390958,-5.267559068,1.38e-07,5.27e-06,ENSG00000145293.17,4,82430590,82461177,protein_coding
1970,ENSG00000145321.13,GC,98411.95805,0.73711516,0.263203163,2.800555854,0.005101468,0.031170015,ENSG00000145321.13,4,71741696,71804041,protein_coding
1971,ENSG00000145337.5,PYURF,655.4886053,-0.544855202,0.178468227,-3.052953527,0.00226601,0.016355237,ENSG00000145337.5,4,88520998,88523776,protein_coding
1972,ENSG00000145349.18,CAMK2D,964.3920174,-0.521023277,0.188766607,-2.760145369,0.005777565,0.03437646,ENSG00000145349.18,4,113418054,113761927,protein_coding
1973,ENSG00000145354.12,CISD2,843.611253,-0.764769187,0.228082714,-3.353034408,0.000799308,0.007110594,ENSG00000145354.12,4,102868974,102892807,protein_coding
1974,ENSG00000145386.11,CCNA2,49.68992539,-1.034195145,0.216134466,-4.784961711,1.71e-06,4.48e-05,ENSG00000145386.11,4,121816444,121823883,protein_coding
1975,ENSG00000145425.10,RPS3A,8693.807445,-1.002527553,0.220823472,-4.539950139,5.63e-06,0.000121456,ENSG00000145425.10,4,151099624,151104642,protein_coding
1976,ENSG00000145428.15,RNF175,14.8611862,-1.758880884,0.390803723,-4.500675861,6.77e-06,0.000142254,ENSG00000145428.15,4,153710160,153760024,protein_coding
1977,ENSG00000145439.12,CBR4,1694.354027,-0.389372403,0.133946628,-2.906922011,0.003650042,0.023939269,ENSG00000145439.12,4,168863770,169010275,protein_coding
1978,ENSG00000145495.16,Mar-06,1988.049104,-0.437110429,0.162906457,-2.683198913,0.00729216,0.04113992,ENSG00000145495.16,5,10353695,10440388,protein_coding
1979,ENSG00000145506.14,NKD2,5.123108836,2.590911327,0.735785715,3.52128517,0.00042946,0.004326218,ENSG00000145506.14,5,1008802,1038943,protein_coding
1980,ENSG00000145536.15,ADAMTS16,8.701081893,3.038807338,0.999683503,3.039769416,0.002367593,0.01693762,ENSG00000145536.15,5,5140330,5320304,protein_coding
1981,ENSG00000145592.14,RPL37,10556.07856,-1.424262444,0.21527143,-6.616123857,3.69e-11,4.39e-09,ENSG00000145592.14,5,40825262,40835222,protein_coding
1982,ENSG00000145642.12,SHISAL2B,5.759761501,-3.946912984,0.66586005,-5.927541354,3.08e-09,2.01e-07,ENSG00000145642.12,5,64690442,64718190,protein_coding
1983,ENSG00000145649.8,GZMA,93.64847905,-0.96874923,0.339640276,-2.852280186,0.004340682,0.027505022,ENSG00000145649.8,5,55102646,55110252,protein_coding
1984,ENSG00000145675.15,PIK3R1,3067.148545,1.197336161,0.335107404,3.572992265,0.000352925,0.003690525,ENSG00000145675.15,5,68215740,68301821,protein_coding
1985,ENSG00000145723.17,GIN1,144.4004104,-0.356913726,0.128425865,-2.779142078,0.005450268,0.032835328,ENSG00000145723.17,5,103086000,103120138,protein_coding
1986,ENSG00000145741.17,BTF3,3841.320218,-0.600813543,0.160046189,-3.754000944,0.000174034,0.002068362,ENSG00000145741.17,5,73498408,73505667,protein_coding
1987,ENSG00000145757.16,SPATA9,14.89514708,-0.727820583,0.26612217,-2.734911494,0.006239705,0.036437394,ENSG00000145757.16,5,95652181,95698711,protein_coding
1988,ENSG00000145777.15,TSLP,229.8870137,-1.302032406,0.206157323,-6.315722305,2.69e-10,2.44e-08,ENSG00000145777.15,5,111070062,111078026,protein_coding
1989,ENSG00000145781.9,COMMD10,292.0722536,-0.919394419,0.27417853,-3.3532692,0.00079863,0.00710639,ENSG00000145781.9,5,116085016,116412762,protein_coding
1990,ENSG00000145782.13,ATG12,767.9936903,-0.506370516,0.149260269,-3.392533849,0.000692494,0.006341235,ENSG00000145782.13,5,115828200,115841837,protein_coding
1991,ENSG00000145826.9,LECT2,4760.137744,-0.918551009,0.158426493,-5.797963415,6.71e-09,4.01e-07,ENSG00000145826.9,5,135922279,135954983,protein_coding
1992,ENSG00000145912.9,NHP2,275.6876017,0.455777185,0.171486012,2.657809691,0.007865029,0.043541878,ENSG00000145912.9,5,178149463,178153894,protein_coding
1993,ENSG00000146021.15,KLHL3,145.1655841,-0.786545973,0.297279091,-2.645816661,0.008149397,0.044758341,ENSG00000146021.15,5,137617500,137736089,protein_coding
1994,ENSG00000146038.12,DCDC2,91.25945674,1.587109762,0.577189421,2.749720808,0.005964606,0.035211007,ENSG00000146038.12,6,24171755,24358059,protein_coding
1995,ENSG00000146049.2,KAAG1,4.004157923,3.473488658,1.128137112,3.078959659,0.002077248,0.015243866,ENSG00000146049.2,6,24356903,24358285,lncRNA
1996,ENSG00000146054.18,TRIM7,9.284756248,-0.969602925,0.341138443,-2.842256408,0.004479545,0.028086795,ENSG00000146054.18,5,181193924,181205293,protein_coding
1997,ENSG00000146063.20,TRIM41,336.3979806,0.695564153,0.195275379,3.561965443,0.000368089,0.003812246,ENSG00000146063.20,5,181222499,181235808,protein_coding
1998,ENSG00000146278.11,PNRC1,989.9584462,-0.944677848,0.262664506,-3.596518847,0.000322504,0.003416788,ENSG00000146278.11,6,89080751,89085160,protein_coding
1999,ENSG00000146373.17,RNF217,510.1144346,-0.662924824,0.196821864,-3.368146261,0.000756754,0.006798419,ENSG00000146373.17,6,124962437,125092633,protein_coding
2000,ENSG00000146374.14,RSPO3,144.8038197,-1.112648122,0.268341072,-4.146395154,3.38e-05,0.000541386,ENSG00000146374.14,6,127118671,127199481,protein_coding
2001,ENSG00000146409.12,SLC18B1,196.9248219,-0.829915888,0.145672624,-5.697130063,1.22e-08,6.58e-07,ENSG00000146409.12,6,132769370,132813339,protein_coding
2002,ENSG00000146416.19,AIG1,4925.260012,-0.801766657,0.094418039,-8.491668207,2.04e-17,1.47e-14,ENSG00000146416.19,6,143060496,143341058,protein_coding
2003,ENSG00000146425.11,DYNLT1,673.68091,-0.507946851,0.137718527,-3.688297166,0.00022576,0.002547746,ENSG00000146425.11,6,158636474,158644743,protein_coding
2004,ENSG00000146426.19,TIAM2,114.4294032,-0.405632979,0.148767999,-2.726614465,0.006398775,0.037022861,ENSG00000146426.19,6,154832697,155257723,protein_coding
2005,ENSG00000146469.13,VIP,20.01713561,-1.492646383,0.390031924,-3.826985153,0.000129722,0.00162731,ENSG00000146469.13,6,152750797,152759765,protein_coding
2006,ENSG00000146477.6,SLC22A3,1215.652546,-0.669028691,0.146291141,-4.573268669,4.8e-06,0.000107022,ENSG00000146477.6,6,160348378,160452577,protein_coding
2007,ENSG00000146521.11,LINC01558,127.2892798,-0.784654107,0.30076654,-2.608847731,0.009084766,0.048796439,ENSG00000146521.11,6,167784537,167796872,lncRNA
2008,ENSG00000146535.14,GNA12,305.8489045,0.933772945,0.23920664,3.903624686,9.48e-05,0.001254673,ENSG00000146535.14,7,2721822,2870786,protein_coding
2009,ENSG00000146540.15,C7orf50,236.5768619,1.21460483,0.247049697,4.916439264,8.81e-07,2.56e-05,ENSG00000146540.15,7,996986,1138260,protein_coding
2010,ENSG00000146576.13,C7orf26,148.7766492,0.680865704,0.231346324,2.943058237,0.003249873,0.021802043,ENSG00000146576.13,7,6590021,6608726,protein_coding
2011,ENSG00000146676.10,PURB,423.1461577,-0.512176715,0.138531631,-3.697182464,0.000218006,0.002476381,ENSG00000146676.10,7,44876299,44885530,protein_coding
2012,ENSG00000146677.7,AC004453,23.18191339,-2.559326462,0.504962329,-5.068351274,4.01e-07,1.34e-05,ENSG00000146677.7,7,44467897,44468304,processed_pseudogene
2013,ENSG00000146678.10,IGFBP1,4296.165957,-4.184650779,0.849659006,-4.925094362,8.43e-07,2.48e-05,ENSG00000146678.10,7,45888360,45893660,protein_coding
2014,ENSG00000146701.12,MDH2,2355.222016,0.644961358,0.162414917,3.971072172,7.15e-05,0.000996261,ENSG00000146701.12,7,76048051,76067508,protein_coding
2015,ENSG00000146729.10,NIPSNAP2,313.3899847,-0.621288652,0.103846059,-5.982785094,2.19e-09,1.5e-07,ENSG00000146729.10,7,55951793,56000181,protein_coding
2016,ENSG00000146802.13,TMEM168,356.6748075,-0.648003012,0.1635986,-3.96093251,7.47e-05,0.001031885,ENSG00000146802.13,7,112762377,112790423,protein_coding
2017,ENSG00000146904.9,EPHA1,503.0893841,1.268241886,0.180377108,7.031057879,2.05e-12,3.64e-10,ENSG00000146904.9,7,143390289,143408856,protein_coding
2018,ENSG00000146918.20,NCAPG2,96.98709494,0.755625535,0.222505543,3.395985217,0.000683821,0.006271766,ENSG00000146918.20,7,158631169,158704804,protein_coding
2019,ENSG00000147003.7,CLTRN,717.3233733,-0.871141156,0.301487887,-2.889473156,0.00385888,0.024982421,ENSG00000147003.7,X,15627318,15675012,protein_coding
2020,ENSG00000147041.12,SYTL5,121.3767142,0.543739273,0.205114624,2.650904466,0.008027654,0.044276653,ENSG00000147041.12,X,38006553,38128819,protein_coding
2021,ENSG00000147119.4,CHST7,179.7622505,-0.70713732,0.216774331,-3.262089738,0.001105941,0.009226748,ENSG00000147119.4,X,46573765,46598496,protein_coding
2022,ENSG00000147231.14,CXorf57,56.14938973,-0.65646533,0.230638401,-2.846296741,0.004423096,0.027869125,ENSG00000147231.14,X,106611930,106679439,protein_coding
2023,ENSG00000147255.19,IGSF1,43.16829985,1.616131359,0.406569649,3.975041821,7.04e-05,0.000984369,ENSG00000147255.19,X,131273506,131578899,protein_coding
2024,ENSG00000147408.16,CSGALNACT1,94.50986742,-0.658551562,0.236764442,-2.781463117,0.005411448,0.032663975,ENSG00000147408.16,8,19404161,19758029,protein_coding
2025,ENSG00000147454.14,SLC25A37,1069.356991,-0.938749627,0.235173426,-3.991733437,6.56e-05,0.000930735,ENSG00000147454.14,8,23528956,23575463,protein_coding
2026,ENSG00000147481.17,SNTG1,39.8024972,-1.455836736,0.326340716,-4.461094391,8.15e-06,0.000165295,ENSG00000147481.17,8,49909789,50796692,protein_coding
2027,ENSG00000147548.17,NSD3,563.4637848,-0.33119389,0.123638147,-2.678735481,0.007390075,0.041541806,ENSG00000147548.17,8,38269704,38382272,protein_coding
2028,ENSG00000147576.17,ADHFE1,1073.381977,-0.802317034,0.289943586,-2.767148759,0.005654894,0.033826782,ENSG00000147576.17,8,66432492,66468907,protein_coding
2029,ENSG00000147586.10,MRPS28,433.4611746,-0.474263337,0.123123145,-3.851943019,0.000117184,0.00150047,ENSG00000147586.10,8,79918717,80030289,protein_coding
2030,ENSG00000147604.14,RPL7,9769.464532,-0.523852362,0.19209018,-2.727116819,0.006389042,0.036986992,ENSG00000147604.14,8,73290242,73295789,protein_coding
2031,ENSG00000147647.13,DPYS,12000.94263,-0.487733949,0.161674089,-3.016772529,0.002554814,0.017971423,ENSG00000147647.13,8,104330324,104467055,protein_coding
2032,ENSG00000147650.12,LRP12,32.91248544,-1.018806402,0.338758562,-3.00747056,0.002634316,0.018418404,ENSG00000147650.12,8,104489231,104589258,protein_coding
2033,ENSG00000147669.11,POLR2K,658.9069027,-0.824836925,0.129822412,-6.353578819,2.1e-10,1.94e-08,ENSG00000147669.11,8,100150623,100154003,protein_coding
2034,ENSG00000147804.10,SLC39A4,34.68442216,1.316255818,0.423842385,3.105531359,0.001899375,0.014203467,ENSG00000147804.10,8,144409742,144416844,protein_coding
2035,ENSG00000147862.18,NFIB,927.7921342,-0.605016091,0.165050906,-3.665633271,0.000246727,0.002740596,ENSG00000147862.18,9,14081843,14398983,protein_coding
2036,ENSG00000147894.17,C9orf72,358.4724,-0.757033654,0.245912855,-3.07846311,0.002080713,0.01525959,ENSG00000147894.17,9,27535640,27573866,protein_coding
2037,ENSG00000147905.18,ZCCHC7,208.1011475,-0.723210329,0.143605285,-5.036098279,4.75e-07,1.53e-05,ENSG00000147905.18,9,37120574,37358149,protein_coding
2038,ENSG00000148057.16,IDNK,865.6561341,-1.119025851,0.193132318,-5.794089065,6.87e-09,4.08e-07,ENSG00000148057.16,9,83623049,83644130,protein_coding
2039,ENSG00000148090.12,AUH,384.9844971,-0.507693033,0.161771346,-3.138337196,0.001699093,0.013000595,ENSG00000148090.12,9,91213815,91361918,protein_coding
2040,ENSG00000148154.10,UGCG,516.6271516,-0.61758007,0.210547966,-2.933203692,0.003354837,0.022328821,ENSG00000148154.10,9,111896814,111935369,protein_coding
2041,ENSG00000148219.18,ASTN2,47.89104683,0.684018405,0.26123132,2.618439496,0.008833295,0.047734539,ENSG00000148219.18,9,116423112,117415070,protein_coding
2042,ENSG00000148248.14,SURF4,4153.273928,0.684755074,0.131390931,5.211585523,1.87e-07,6.9e-06,ENSG00000148248.14,9,133361450,133376166,protein_coding
2043,ENSG00000148296.7,SURF6,321.1878157,0.56335229,0.174271344,3.232615739,0.001226624,0.010042425,ENSG00000148296.7,9,133328776,133336188,protein_coding
2044,ENSG00000148297.16,MED22,151.2480262,1.18845955,0.182377601,6.51647759,7.2e-11,7.96e-09,ENSG00000148297.16,9,133338312,133348131,protein_coding
2045,ENSG00000148300.12,REXO4,244.1567487,0.741909196,0.157645556,4.706185292,2.52e-06,6.19e-05,ENSG00000148300.12,9,133406059,133418096,protein_coding
2046,ENSG00000148303.17,RPL7A,9764.928436,-0.69559536,0.180793592,-3.847455842,0.000119351,0.001520899,ENSG00000148303.17,9,133348218,133351426,protein_coding
2047,ENSG00000148308.18,GTF3C5,363.2904809,0.564630701,0.200553852,2.815357047,0.004872307,0.03000069,ENSG00000148308.18,9,133030675,133058503,protein_coding
2048,ENSG00000148334.16,PTGES2,282.4645853,1.067091272,0.226856527,4.703815607,2.55e-06,6.26e-05,ENSG00000148334.16,9,128120693,128128462,protein_coding
2049,ENSG00000148335.15,NTMT1,167.1727001,0.555630971,0.194419945,2.85789079,0.004264671,0.027107714,ENSG00000148335.15,9,129608884,129636135,protein_coding
2050,ENSG00000148337.22,CIZ1,246.1049477,0.578275776,0.203166536,2.846314102,0.004422854,0.027869125,ENSG00000148337.22,9,128161251,128204383,protein_coding
2051,ENSG00000148339.13,SLC25A25,1342.996614,-0.935200447,0.339501291,-2.754630018,0.005875854,0.034823637,ENSG00000148339.13,9,128068201,128109245,protein_coding
2052,ENSG00000148343.19,MIGA2,293.5307153,0.769744886,0.272701919,2.822660323,0.0047627,0.029456765,ENSG00000148343.19,9,129036621,129072082,protein_coding
2053,ENSG00000148356.15,LRSAM1,193.2728668,1.025861454,0.289162994,3.547692735,0.000388621,0.003986736,ENSG00000148356.15,9,127451489,127503499,protein_coding
2054,ENSG00000148357.18,HMCN2,39.88217458,2.045831616,0.488554934,4.187516029,2.82e-05,0.000465642,ENSG00000148357.18,9,130265760,130434123,protein_coding
2055,ENSG00000148358.20,GPR107,698.4102151,0.781263815,0.143469143,5.445518113,5.17e-08,2.26e-06,ENSG00000148358.20,9,130053426,130140169,protein_coding
2056,ENSG00000148400.13,NOTCH1,197.8292048,1.070034274,0.285539095,3.747417759,0.000178664,0.002106913,ENSG00000148400.13,9,136494433,136546048,protein_coding
2057,ENSG00000148444.16,COMMD3,485.1792485,-0.408669122,0.115431373,-3.540364385,0.000399575,0.004080968,ENSG00000148444.16,10,22316386,22320306,protein_coding
2058,ENSG00000148450.13,MSRB2,853.7907809,-0.609615967,0.189631123,-3.214746384,0.001305598,0.010549294,ENSG00000148450.13,10,23095579,23122013,protein_coding
