,gene_id,colors,gene_name,gene_type,receptor
1533,ENSG00000162298,turquoise,SYVN1,gene with protein product,
1534,ENSG00000138757,brown,G3BP2,gene with protein product,
1535,ENSG00000064115,grey,TM7SF3,gene with protein product,
1536,ENSG00000130770,yellow,ATP5IF1,gene with protein product,
1537,ENSG00000108479,grey,GALK1,gene with protein product,
1538,ENSG00000128052,magenta,KDR,gene with protein product,
1539,ENSG00000288656,purple,,,
1540,ENSG00000055208,brown,TAB2,gene with protein product,
1541,ENSG00000164039,grey,BDH2,gene with protein product,
1542,ENSG00000090382,grey,LYZ,gene with protein product,
1543,ENSG00000256043,grey,CTSO,gene with protein product,
1544,ENSG00000108773,turquoise,KAT2A,gene with protein product,
1545,ENSG00000215252,red,GOLGA8B,gene with protein product,
1546,ENSG00000166275,green,BORCS7,gene with protein product,
1547,ENSG00000162704,blue,ARPC5,gene with protein product,
1548,ENSG00000126218,lightcyan,F10,gene with protein product,
1549,ENSG00000119673,grey,ACOT2,gene with protein product,
1550,ENSG00000115760,black,BIRC6,gene with protein product,
1551,ENSG00000139597,grey,N4BP2L1,gene with protein product,
1552,ENSG00000159377,yellow,PSMB4,gene with protein product,
1553,ENSG00000168288,blue,MMADHC,gene with protein product,
1554,ENSG00000169223,lightcyan,LMAN2,gene with protein product,
1555,ENSG00000272540,grey,,,
1556,ENSG00000183077,turquoise,AFMID,gene with protein product,
1557,ENSG00000167676,turquoise,PLIN4,gene with protein product,
1558,ENSG00000156110,grey,ADK,gene with protein product,
1559,ENSG00000104938,midnightblue,CLEC4M,gene with protein product,
1560,ENSG00000198258,yellow,UBL5,gene with protein product,
1561,ENSG00000173726,green,TOMM20,gene with protein product,
1562,ENSG00000168906,grey,MAT2A,gene with protein product,
1563,ENSG00000086758,lightgreen,HUWE1,gene with protein product,
1564,ENSG00000215644,turquoise,GCGR,gene with protein product,Glucagon receptor family
1565,ENSG00000171314,grey,PGAM1,gene with protein product,
1566,ENSG00000211893,darkturquoise,IGHG2,immunoglobulin gene,
1567,ENSG00000255723,black,,,
1568,ENSG00000187630,red,DHRS4L2,gene with protein product,
1569,ENSG00000173209,red,AHSA2P,pseudogene,
1570,ENSG00000136305,grey,CIDEB,gene with protein product,
1571,ENSG00000146701,grey,MDH2,gene with protein product,
1572,ENSG00000124098,grey,FAM210B,gene with protein product,
1573,ENSG00000173230,lightgreen,GOLGB1,gene with protein product,
1574,ENSG00000132424,grey,PNISR,gene with protein product,
1575,ENSG00000178952,grey,TUFM,gene with protein product,
1576,ENSG00000115307,purple,AUP1,gene with protein product,
1577,ENSG00000099769,grey,IGFALS,gene with protein product,
1578,ENSG00000115282,turquoise,TTC31,gene with protein product,
1579,ENSG00000229344,grey,MTCO2P12,pseudogene,
1580,ENSG00000189060,grey,H1-0,gene with protein product,
1581,ENSG00000164692,royalblue,COL1A2,gene with protein product,
1582,ENSG00000171365,grey,CLCN5,gene with protein product,
1583,ENSG00000130396,red,AFDN,gene with protein product,
1584,ENSG00000116688,grey60,MFN2,gene with protein product,
1585,ENSG00000110756,grey,HPS5,gene with protein product,
1586,ENSG00000250436,grey,LINC02499,"RNA, long non-coding",
1587,ENSG00000235142,grey,LINC02532,"RNA, long non-coding",
1588,ENSG00000174738,brown,NR1D2,gene with protein product,Nuclear receptor subfamily 1 group D
1589,ENSG00000135926,grey,TMBIM1,gene with protein product,
1590,ENSG00000131504,grey,DIAPH1,gene with protein product,
1591,ENSG00000177189,brown,RPS6KA3,gene with protein product,
1592,ENSG00000152601,blue,MBNL1,gene with protein product,
1593,ENSG00000143153,grey,ATP1B1,gene with protein product,
1594,ENSG00000067048,grey,DDX3Y,gene with protein product,
1595,ENSG00000151892,grey,GFRA1,gene with protein product,
1596,ENSG00000179889,grey,PDXDC1,gene with protein product,
1597,ENSG00000103811,grey,CTSH,gene with protein product,
1598,ENSG00000197912,turquoise,SPG7,gene with protein product,
1599,ENSG00000198898,blue,CAPZA2,gene with protein product,
1600,ENSG00000135387,brown,CAPRIN1,gene with protein product,
1601,ENSG00000147100,grey,SLC16A2,gene with protein product,
1602,ENSG00000142166,brown,IFNAR1,gene with protein product,Interferon receptors
1603,ENSG00000196683,yellow,TOMM7,gene with protein product,
1604,ENSG00000164300,grey,SERINC5,gene with protein product,
1605,ENSG00000004142,grey,POLDIP2,gene with protein product,
1606,ENSG00000079308,pink,TNS1,gene with protein product,
1607,ENSG00000257093,black,DENND11,gene with protein product,
1608,ENSG00000108950,turquoise,FAM20A,gene with protein product,
1609,ENSG00000166816,tan,LDHD,gene with protein product,
1610,ENSG00000120992,blue,LYPLA1,gene with protein product,
1611,ENSG00000168528,lightcyan,SERINC2,gene with protein product,
1612,ENSG00000113269,grey,RNF130,gene with protein product,
1613,ENSG00000003756,red,RBM5,gene with protein product,
1614,ENSG00000287724,black,,,
1615,ENSG00000211677,darkturquoise,IGLC2,immunoglobulin gene,
1616,ENSG00000132196,grey,HSD17B7,gene with protein product,
1617,ENSG00000237949,yellow,LINC00844,"RNA, long non-coding",
1618,ENSG00000173221,yellow,GLRX,gene with protein product,
1619,ENSG00000134308,blue,YWHAQ,gene with protein product,
1620,ENSG00000025796,brown,SEC63,gene with protein product,
1621,ENSG00000197114,turquoise,ZGPAT,gene with protein product,
1622,ENSG00000197226,greenyellow,TBC1D9B,gene with protein product,
1623,ENSG00000176720,grey,BOK,gene with protein product,
1624,ENSG00000134363,grey,FST,gene with protein product,
1625,ENSG00000147162,grey,OGT,gene with protein product,
1626,ENSG00000072274,grey,TFRC,gene with protein product,
1627,ENSG00000160221,grey,GATD3,gene with protein product,
1628,ENSG00000285762,grey,,,
1629,ENSG00000089693,grey,MLF2,gene with protein product,
1630,ENSG00000117519,brown,CNN3,gene with protein product,
1631,ENSG00000004455,grey,AK2,gene with protein product,
1632,ENSG00000153187,green,HNRNPU,gene with protein product,
1633,ENSG00000132002,grey,DNAJB1,gene with protein product,
1634,ENSG00000136758,brown,YME1L1,gene with protein product,
1635,ENSG00000138095,brown,LRPPRC,gene with protein product,
1636,ENSG00000131844,grey,MCCC2,gene with protein product,
1637,ENSG00000129128,blue,SPCS3,gene with protein product,
1638,ENSG00000002834,grey,LASP1,gene with protein product,
1639,ENSG00000118785,grey,SPP1,gene with protein product,
1640,ENSG00000162817,grey,C1orf115,gene with protein product,
1641,ENSG00000107104,grey,KANK1,gene with protein product,
1642,ENSG00000173402,grey,DAG1,gene with protein product,
1643,ENSG00000205339,brown,IPO7,gene with protein product,
1644,ENSG00000275052,brown,PPP4R3B,gene with protein product,
1645,ENSG00000173372,magenta,C1QA,gene with protein product,
1646,ENSG00000139318,grey,DUSP6,gene with protein product,
1647,ENSG00000127314,blue,RAP1B,gene with protein product,
1648,ENSG00000113387,green,SUB1,gene with protein product,
1649,ENSG00000144115,grey,THNSL2,gene with protein product,
1650,ENSG00000138802,brown,SEC24B,gene with protein product,
1651,ENSG00000100292,grey,HMOX1,gene with protein product,
1652,ENSG00000175166,grey,PSMD2,gene with protein product,
1653,ENSG00000156006,green,NAT2,gene with protein product,
1654,ENSG00000106211,tan,HSPB1,gene with protein product,
1655,ENSG00000101608,blue,MYL12A,gene with protein product,
1656,ENSG00000160867,turquoise,FGFR4,gene with protein product,
1657,ENSG00000105607,grey,GCDH,gene with protein product,
1658,ENSG00000147684,yellow,NDUFB9,gene with protein product,
1659,ENSG00000113492,grey,AGXT2,gene with protein product,
1660,ENSG00000154556,grey,SORBS2,gene with protein product,
1661,ENSG00000276550,turquoise,HERC2P2,pseudogene,
1662,ENSG00000100242,pink,SUN2,gene with protein product,
1663,ENSG00000083223,grey,TUT7,gene with protein product,
1664,ENSG00000173166,grey,RAPH1,gene with protein product,
1665,ENSG00000178127,green,NDUFV2,gene with protein product,
1666,ENSG00000170430,grey,MGMT,gene with protein product,
1667,ENSG00000172828,grey,CES3,gene with protein product,
1668,ENSG00000198478,grey,SH3BGRL2,gene with protein product,
1669,ENSG00000087365,turquoise,SF3B2,gene with protein product,
1670,ENSG00000136235,grey,GPNMB,gene with protein product,
1671,ENSG00000089280,red,FUS,gene with protein product,
1672,ENSG00000197629,magenta,MPEG1,gene with protein product,
1673,ENSG00000061676,brown,NCKAP1,gene with protein product,
1674,ENSG00000136574,grey60,GATA4,gene with protein product,
1675,ENSG00000196562,grey,SULF2,gene with protein product,
1676,ENSG00000121579,blue,NAA50,gene with protein product,
1677,ENSG00000124214,grey,STAU1,gene with protein product,
1678,ENSG00000092010,grey,PSME1,gene with protein product,
1679,ENSG00000262526,yellow,,,
1680,ENSG00000159461,grey,AMFR,gene with protein product,
1681,ENSG00000265257,green,,,
1682,ENSG00000073712,blue,FERMT2,gene with protein product,
1683,ENSG00000105701,pink,FKBP8,gene with protein product,
1684,ENSG00000172216,yellow,CEBPB,gene with protein product,
1685,ENSG00000197157,grey,SND1,gene with protein product,
1686,ENSG00000144040,turquoise,SFXN5,gene with protein product,
1687,ENSG00000130985,greenyellow,UBA1,gene with protein product,
1688,ENSG00000162692,magenta,VCAM1,gene with protein product,
1689,ENSG00000118363,green,SPCS2,gene with protein product,
1690,ENSG00000100567,green,PSMA3,gene with protein product,
1691,ENSG00000073578,grey,SDHA,gene with protein product,
1692,ENSG00000210154,grey,MT-TD,"RNA, transfer",
1693,ENSG00000286001,grey,,,
1694,ENSG00000139352,grey60,ASCL1,gene with protein product,
1695,ENSG00000188676,turquoise,IDO2,gene with protein product,
1696,ENSG00000163029,grey,SMC6,gene with protein product,
1697,ENSG00000198736,grey,MSRB1,gene with protein product,
1698,ENSG00000102265,grey,TIMP1,gene with protein product,
1699,ENSG00000103479,grey,RBL2,gene with protein product,
1700,ENSG00000116717,grey,GADD45A,gene with protein product,
1701,ENSG00000263798,turquoise,,,
1702,ENSG00000160216,greenyellow,AGPAT3,gene with protein product,
1703,ENSG00000132824,brown,SERINC3,gene with protein product,
1704,ENSG00000151366,yellow,NDUFC2,gene with protein product,
1705,ENSG00000204954,black,UQCC6,gene with protein product,
1706,ENSG00000132294,brown,EFR3A,gene with protein product,
1707,ENSG00000264577,yellow,,,
1708,ENSG00000223865,magenta,HLA-DPB1,gene with protein product,
1709,ENSG00000118004,grey,COLEC11,gene with protein product,
1710,ENSG00000125356,yellow,NDUFA1,gene with protein product,
1711,ENSG00000198363,brown,ASPH,gene with protein product,
1712,ENSG00000170296,yellow,GABARAP,gene with protein product,
1713,ENSG00000150961,brown,SEC24D,gene with protein product,
1714,ENSG00000114354,grey,TFG,gene with protein product,
1715,ENSG00000137364,blue,TPMT,gene with protein product,
1716,ENSG00000248709,grey,,,
1717,ENSG00000147573,grey,TRIM55,gene with protein product,
1718,ENSG00000169905,grey,TOR1AIP2,gene with protein product,
1719,ENSG00000108588,black,CCDC47,gene with protein product,
1720,ENSG00000108465,turquoise,CDK5RAP3,gene with protein product,
1721,ENSG00000115594,grey,IL1R1,gene with protein product,
1722,ENSG00000171793,grey,CTPS1,gene with protein product,
1723,ENSG00000178104,grey,PDE4DIP,gene with protein product,
1724,ENSG00000182087,turquoise,TMEM259,gene with protein product,
1725,ENSG00000171903,grey,CYP4F11,gene with protein product,
1726,ENSG00000104419,grey,NDRG1,gene with protein product,
1727,ENSG00000173210,grey,ABLIM3,gene with protein product,
1728,ENSG00000078808,lightcyan,SDF4,gene with protein product,
1729,ENSG00000007392,red,LUC7L,gene with protein product,
1730,ENSG00000060566,grey,CREB3L3,gene with protein product,
1731,ENSG00000237037,grey,NDUFA6-DT,"RNA, long non-coding",
1732,ENSG00000131979,blue,GCH1,gene with protein product,
1733,ENSG00000170017,blue,ALCAM,gene with protein product,
1734,ENSG00000198682,grey,PAPSS2,gene with protein product,
1735,ENSG00000161547,red,SRSF2,gene with protein product,
1736,ENSG00000138668,salmon,HNRNPD,gene with protein product,
1737,ENSG00000172380,brown,GNG12,gene with protein product,
1738,ENSG00000169174,grey,PCSK9,gene with protein product,
1739,ENSG00000149115,pink,TNKS1BP1,gene with protein product,
1740,ENSG00000064393,black,HIPK2,gene with protein product,
1741,ENSG00000118816,green,CCNI,gene with protein product,
1742,ENSG00000187735,blue,TCEA1,gene with protein product,
1743,ENSG00000155096,brown,AZIN1,gene with protein product,
1744,ENSG00000118418,salmon,HMGN3,gene with protein product,
1745,ENSG00000166033,grey,HTRA1,gene with protein product,
1746,ENSG00000146233,blue,CYP39A1,gene with protein product,
1747,ENSG00000116001,salmon,TIA1,gene with protein product,
1748,ENSG00000156411,yellow,ATP5MJ,gene with protein product,
1749,ENSG00000164466,grey,SFXN1,gene with protein product,
1750,ENSG00000198563,red,DDX39B,gene with protein product,
1751,ENSG00000008018,green,PSMB1,gene with protein product,
1752,ENSG00000119431,turquoise,HDHD3,gene with protein product,
1753,ENSG00000143882,green,ATP6V1C2,gene with protein product,
1754,ENSG00000228695,grey,CES1P1,pseudogene,
1755,ENSG00000012817,grey,KDM5D,gene with protein product,
1756,ENSG00000067560,grey,RHOA,gene with protein product,
1757,ENSG00000148120,red,AOPEP,gene with protein product,
1758,ENSG00000088986,yellow,DYNLL1,gene with protein product,
1759,ENSG00000130813,grey,SHFL,gene with protein product,
1760,ENSG00000111713,grey,GYS2,gene with protein product,
1761,ENSG00000099817,lightcyan,POLR2E,gene with protein product,
1762,ENSG00000148396,grey,SEC16A,gene with protein product,
1763,ENSG00000169251,blue,NMD3,gene with protein product,
1764,ENSG00000085719,brown,CPNE3,gene with protein product,
1765,ENSG00000129083,brown,COPB1,gene with protein product,
1766,ENSG00000154174,blue,TOMM70,gene with protein product,
1767,ENSG00000198732,grey,SMOC1,gene with protein product,
1768,ENSG00000160339,grey,FCN2,gene with protein product,
1769,ENSG00000114779,grey,ABHD14B,gene with protein product,
1770,ENSG00000164713,yellow,BRI3,gene with protein product,
1771,ENSG00000137171,grey,KLC4,gene with protein product,
1772,ENSG00000149532,turquoise,CPSF7,gene with protein product,
1773,ENSG00000099246,blue,RAB18,gene with protein product,
1774,ENSG00000240583,grey,AQP1,gene with protein product,
1775,ENSG00000171105,grey,INSR,gene with protein product,
1776,ENSG00000198843,blue,SELENOT,gene with protein product,
1777,ENSG00000176105,brown,YES1,gene with protein product,
1778,ENSG00000165949,grey,IFI27,gene with protein product,
1779,ENSG00000121716,turquoise,PILRB,gene with protein product,
1780,ENSG00000125637,grey,PSD4,gene with protein product,
1781,ENSG00000135018,brown,UBQLN1,gene with protein product,
1782,ENSG00000135473,grey,PAN2,gene with protein product,
1783,ENSG00000113615,brown,SEC24A,gene with protein product,
1784,ENSG00000211679,darkturquoise,IGLC3,immunoglobulin gene,
1785,ENSG00000100403,greenyellow,ZC3H7B,gene with protein product,
1786,ENSG00000256162,grey,SMLR1,gene with protein product,
1787,ENSG00000155090,grey,KLF10,gene with protein product,
1788,ENSG00000088448,red,ANKRD10,gene with protein product,
1789,ENSG00000149212,brown,SESN3,gene with protein product,
1790,ENSG00000116771,grey,AGMAT,gene with protein product,
1791,ENSG00000131446,lightcyan,MGAT1,gene with protein product,
1792,ENSG00000055917,blue,PUM2,gene with protein product,
1793,ENSG00000196735,magenta,HLA-DQA1,gene with protein product,
1794,ENSG00000100412,greenyellow,ACO2,gene with protein product,
1795,ENSG00000259040,grey,BLOC1S5-TXNDC5,readthrough,
1796,ENSG00000100600,magenta,LGMN,gene with protein product,
1797,ENSG00000145907,brown,G3BP1,gene with protein product,
1798,ENSG00000112759,grey,SLC29A1,gene with protein product,
1799,ENSG00000123144,red,TRIR,gene with protein product,
1800,ENSG00000182472,turquoise,CAPN12,gene with protein product,
1801,ENSG00000244038,grey,DDOST,gene with protein product,
1802,ENSG00000213512,grey,GBP7,gene with protein product,
1803,ENSG00000188229,grey,TUBB4B,gene with protein product,
1804,ENSG00000185000,grey,DGAT1,gene with protein product,
1805,ENSG00000095139,grey,ARCN1,gene with protein product,
1806,ENSG00000166295,green,ANAPC16,gene with protein product,
1807,ENSG00000256646,green,,,
1808,ENSG00000168066,turquoise,SF1,gene with protein product,
1809,ENSG00000169020,yellow,ATP5ME,gene with protein product,
1810,ENSG00000136011,magenta,STAB2,gene with protein product,Scavenger receptors
1811,ENSG00000239264,grey,TXNDC5,gene with protein product,
1812,ENSG00000101204,grey,CHRNA4,gene with protein product,Cholinergic receptors nicotinic subunits
1813,ENSG00000123983,brown,ACSL3,gene with protein product,
1814,ENSG00000178573,green,MAF,gene with protein product,
1815,ENSG00000204653,turquoise,ASPDH,gene with protein product,
1816,ENSG00000106034,brown,CPED1,gene with protein product,
1817,ENSG00000109819,grey,PPARGC1A,gene with protein product,
1818,ENSG00000106333,grey,PCOLCE,gene with protein product,
1819,ENSG00000062485,grey,CS,gene with protein product,
1820,ENSG00000186298,blue,PPP1CC,gene with protein product,
1821,ENSG00000149150,grey,SLC43A1,gene with protein product,
1822,ENSG00000181789,grey,COPG1,gene with protein product,
1823,ENSG00000141179,grey,PCTP,gene with protein product,
1824,ENSG00000183283,grey,DAZAP2,gene with protein product,
1825,ENSG00000185745,grey,IFIT1,gene with protein product,
1826,ENSG00000159069,pink,FBXW5,gene with protein product,
1827,ENSG00000114353,lightcyan,GNAI2,gene with protein product,
1828,ENSG00000198796,grey,ALPK2,gene with protein product,
1829,ENSG00000144802,grey,NFKBIZ,gene with protein product,
1830,ENSG00000159200,grey,RCAN1,gene with protein product,
1831,ENSG00000119335,blue,SET,gene with protein product,
1832,ENSG00000162378,brown,ZYG11B,gene with protein product,
1833,ENSG00000105221,lightcyan,AKT2,gene with protein product,
1834,ENSG00000067445,turquoise,TRO,gene with protein product,
1835,ENSG00000111335,orange,OAS2,gene with protein product,
1836,ENSG00000153086,grey,ACMSD,gene with protein product,
1837,ENSG00000166148,grey,AVPR1A,gene with protein product,Arginine vasopressin and oxytocin receptors
1838,ENSG00000210100,grey,MT-TI,"RNA, transfer",
1839,ENSG00000272752,turquoise,STAG3L5P-PVRIG2P-PILRB,readthrough,
1840,ENSG00000122376,grey,SHLD2,gene with protein product,
1841,ENSG00000082146,grey,STRADB,gene with protein product,
1842,ENSG00000172757,grey,CFL1,gene with protein product,
1843,ENSG00000154639,blue,CXADR,gene with protein product,
1844,ENSG00000124588,grey,NQO2,gene with protein product,
1845,ENSG00000063245,pink,EPN1,gene with protein product,
1846,ENSG00000106588,green,PSMA2,gene with protein product,
1847,ENSG00000267580,grey,,,
1848,ENSG00000152952,blue,PLOD2,gene with protein product,
1849,ENSG00000170776,black,AKAP13,gene with protein product,
1850,ENSG00000166819,grey,PLIN1,gene with protein product,
1851,ENSG00000107566,grey,ERLIN1,gene with protein product,
1852,ENSG00000124795,blue,DEK,gene with protein product,
1853,ENSG00000041357,green,PSMA4,gene with protein product,
1854,ENSG00000198947,grey,DMD,gene with protein product,
1855,ENSG00000104529,purple,EEF1D,gene with protein product,
1856,ENSG00000198952,grey,SMG5,gene with protein product,
1857,ENSG00000106682,grey,EIF4H,gene with protein product,
1858,ENSG00000105223,greenyellow,PLD3,gene with protein product,
1859,ENSG00000164346,grey,NSA2,gene with protein product,
1860,ENSG00000100522,blue,GNPNAT1,gene with protein product,
1861,ENSG00000139899,grey,CBLN3,gene with protein product,
1862,ENSG00000177556,yellow,ATOX1,gene with protein product,
1863,ENSG00000160014,grey,CALM3,gene with protein product,
1864,ENSG00000185324,turquoise,CDK10,gene with protein product,
1865,ENSG00000167772,grey,ANGPTL4,gene with protein product,
1866,ENSG00000288686,grey,,,
1867,ENSG00000146067,turquoise,FAM193B,gene with protein product,
1868,ENSG00000186205,grey,MTARC1,gene with protein product,
1869,ENSG00000113282,brown,CLINT1,gene with protein product,
1870,ENSG00000115042,grey,FAHD2A,gene with protein product,
1871,ENSG00000134375,grey,TIMM17A,gene with protein product,
1872,ENSG00000157184,grey,CPT2,gene with protein product,
1873,ENSG00000109062,grey,NHERF1,gene with protein product,
1874,ENSG00000266964,purple,FXYD1,gene with protein product,
1875,ENSG00000143761,grey,ARF1,gene with protein product,
1876,ENSG00000090905,red,TNRC6A,gene with protein product,
1877,ENSG00000151239,blue,TWF1,gene with protein product,
1878,ENSG00000270231,grey,NBPF8,gene with protein product,
1879,ENSG00000049246,grey,PER3,gene with protein product,
1880,ENSG00000164211,darkred,STARD4,gene with protein product,
1881,ENSG00000104853,greenyellow,CLPTM1,gene with protein product,
1882,ENSG00000177830,grey,CHID1,gene with protein product,
1883,ENSG00000185043,red,CIB1,gene with protein product,
1884,ENSG00000182220,blue,ATP6AP2,gene with protein product,
1885,ENSG00000165959,grey,CLMN,gene with protein product,
1886,ENSG00000103091,turquoise,WDR59,gene with protein product,
1887,ENSG00000169032,grey,MAP2K1,gene with protein product,
1888,ENSG00000171227,grey,TMEM37,gene with protein product,
1889,ENSG00000182670,grey,TTC3,gene with protein product,
1890,ENSG00000078747,brown,ITCH,gene with protein product,
1891,ENSG00000100243,lightcyan,CYB5R3,gene with protein product,
1892,ENSG00000136636,blue,KCTD3,gene with protein product,
1893,ENSG00000145495,blue,MARCHF6,gene with protein product,
1894,ENSG00000167107,turquoise,ACSF2,gene with protein product,
1895,ENSG00000164754,blue,RAD21,gene with protein product,
1896,ENSG00000162881,turquoise,OXER1,gene with protein product,Leukotriene receptors
1897,ENSG00000185038,grey,MROH2A,gene with protein product,
1898,ENSG00000137274,grey,BPHL,gene with protein product,
1899,ENSG00000106780,grey,MEGF9,gene with protein product,
1900,ENSG00000123091,blue,RNF11,gene with protein product,
1901,ENSG00000185950,midnightblue,IRS2,gene with protein product,
1902,ENSG00000141905,greenyellow,NFIC,gene with protein product,
1903,ENSG00000017427,grey,IGF1,gene with protein product,
1904,ENSG00000206527,brown,HACD2,gene with protein product,
1905,ENSG00000156709,grey,AIFM1,gene with protein product,
1906,ENSG00000170248,brown,PDCD6IP,gene with protein product,
1907,ENSG00000167202,grey,TBC1D2B,gene with protein product,
1908,ENSG00000126709,grey,IFI6,gene with protein product,
1909,ENSG00000114650,pink,SCAP,gene with protein product,
1910,ENSG00000168056,turquoise,LTBP3,gene with protein product,
1911,ENSG00000121671,grey,CRY2,gene with protein product,
1912,ENSG00000100097,grey,LGALS1,gene with protein product,
1913,ENSG00000062716,grey,VMP1,gene with protein product,
1914,ENSG00000111843,green,TMEM14C,gene with protein product,
1915,ENSG00000143248,grey,RGS5,gene with protein product,
1916,ENSG00000163468,grey,CCT3,gene with protein product,
1917,ENSG00000105518,tan,TMEM205,gene with protein product,
1918,ENSG00000137497,pink,NUMA1,gene with protein product,
1919,ENSG00000118515,grey,SGK1,gene with protein product,
1920,ENSG00000167074,grey,TEF,gene with protein product,
1921,ENSG00000184840,grey,TMED9,gene with protein product,
1922,ENSG00000143774,tan,GUK1,gene with protein product,
1923,ENSG00000204256,grey,BRD2,gene with protein product,
1924,ENSG00000153130,blue,SCOC,gene with protein product,
1925,ENSG00000110696,blue,C11orf58,gene with protein product,
1926,ENSG00000134243,grey,SORT1,gene with protein product,
1927,ENSG00000138600,blue,SPPL2A,gene with protein product,
1928,ENSG00000163320,blue,CGGBP1,gene with protein product,
1929,ENSG00000083444,grey,PLOD1,gene with protein product,
1930,ENSG00000180573,grey,H2AC6,gene with protein product,
1931,ENSG00000078902,lightcyan,TOLLIP,gene with protein product,
1932,ENSG00000164828,turquoise,SUN1,gene with protein product,
1933,ENSG00000104763,magenta,ASAH1,gene with protein product,
1934,ENSG00000136051,brown,WASHC4,gene with protein product,
1935,ENSG00000265808,blue,SEC22B,gene with protein product,
1936,ENSG00000187109,green,NAP1L1,gene with protein product,
1937,ENSG00000173905,brown,GOLIM4,gene with protein product,
1938,ENSG00000153113,brown,CAST,gene with protein product,
1939,ENSG00000101346,black,POFUT1,gene with protein product,
1940,ENSG00000147576,red,ADHFE1,gene with protein product,
1941,ENSG00000182578,magenta,CSF1R,gene with protein product,
1942,ENSG00000182512,green,GLRX5,gene with protein product,
1943,ENSG00000100225,grey,FBXO7,gene with protein product,
1944,ENSG00000087258,grey,GNAO1,gene with protein product,
1945,ENSG00000133027,grey,PEMT,gene with protein product,
1946,ENSG00000135111,grey,TBX3,gene with protein product,
1947,ENSG00000082898,blue,XPO1,gene with protein product,
1948,ENSG00000139631,grey,CSAD,gene with protein product,
1949,ENSG00000240409,grey,MTATP8P1,pseudogene,
1950,ENSG00000105373,turquoise,NOP53,gene with protein product,
1951,ENSG00000112977,grey,DAP,gene with protein product,
1952,ENSG00000163479,grey,SSR2,gene with protein product,
1953,ENSG00000134884,grey,ARGLU1,gene with protein product,
1954,ENSG00000136205,grey,TNS3,gene with protein product,
1955,ENSG00000115468,grey,EFHD1,gene with protein product,
1956,ENSG00000205978,grey,NYNRIN,gene with protein product,
1957,ENSG00000138496,grey,PARP9,gene with protein product,
1958,ENSG00000221857,purple,,,
1959,ENSG00000112531,brown,QKI,gene with protein product,
1960,ENSG00000100344,black,PNPLA3,gene with protein product,
1961,ENSG00000065833,grey,ME1,gene with protein product,
1962,ENSG00000010322,turquoise,NISCH,gene with protein product,
1963,ENSG00000171530,yellow,TBCA,gene with protein product,
1964,ENSG00000165389,grey,SPTSSA,gene with protein product,
1965,ENSG00000132199,red,ENOSF1,gene with protein product,
1966,ENSG00000109618,blue,SEPSECS,gene with protein product,
1967,ENSG00000149260,grey,CAPN5,gene with protein product,
1968,ENSG00000137992,brown,DBT,gene with protein product,
1969,ENSG00000268083,grey,,,
1970,ENSG00000150459,green,SAP18,gene with protein product,
1971,ENSG00000166619,red,BLCAP,gene with protein product,
1972,ENSG00000119723,green,COQ6,gene with protein product,
1973,ENSG00000169813,grey,HNRNPF,gene with protein product,
1974,ENSG00000113732,yellow,ATP6V0E1,gene with protein product,
1975,ENSG00000163605,blue,PPP4R2,gene with protein product,
1976,ENSG00000160293,turquoise,VAV2,gene with protein product,
1977,ENSG00000171992,grey,SYNPO,gene with protein product,
1978,ENSG00000124422,black,USP22,gene with protein product,
1979,ENSG00000181904,brown,C5orf24,gene with protein product,
1980,ENSG00000122884,grey,P4HA1,gene with protein product,
1981,ENSG00000122042,blue,UBL3,gene with protein product,
1982,ENSG00000129946,turquoise,SHC2,gene with protein product,
1983,ENSG00000083123,grey,BCKDHB,gene with protein product,
1984,ENSG00000138688,black,BLTP1,gene with protein product,
1985,ENSG00000213024,grey,NUP62,gene with protein product,
1986,ENSG00000129422,grey,MTUS1,gene with protein product,
1987,ENSG00000088888,pink,MAVS,gene with protein product,
1988,ENSG00000254211,grey,LINC01485,"RNA, long non-coding",
1989,ENSG00000160113,purple,NR2F6,gene with protein product,Nuclear receptor subfamily 2 group F
1990,ENSG00000254999,yellow,BRK1,gene with protein product,
1991,ENSG00000143164,grey,DCAF6,gene with protein product,
1992,ENSG00000140396,brown,NCOA2,gene with protein product,
1993,ENSG00000163959,grey,SLC51A,gene with protein product,
1994,ENSG00000088766,green,CRLS1,gene with protein product,
1995,ENSG00000114573,brown,ATP6V1A,gene with protein product,
1996,ENSG00000166734,blue,GOLM2,gene with protein product,
1997,ENSG00000112304,green,ACOT13,gene with protein product,
1998,ENSG00000169021,grey,UQCRFS1,gene with protein product,
1999,ENSG00000140450,grey,ARRDC4,gene with protein product,
2000,ENSG00000105953,greenyellow,OGDH,gene with protein product,
2001,ENSG00000173334,grey,TRIB1,gene with protein product,
2002,ENSG00000143183,blue,TMCO1,gene with protein product,
2003,ENSG00000109133,blue,TMEM33,gene with protein product,
2004,ENSG00000115963,grey,RND3,gene with protein product,
2005,ENSG00000135318,grey,NT5E,gene with protein product,
2006,ENSG00000110244,grey,APOA4,gene with protein product,
2007,ENSG00000067082,midnightblue,KLF6,gene with protein product,
2008,ENSG00000264364,grey,DYNLL2,gene with protein product,
2009,ENSG00000257379,grey,,,
2010,ENSG00000168264,yellow,IRF2BP2,gene with protein product,
2011,ENSG00000081154,blue,PCNP,gene with protein product,
2012,ENSG00000283842,grey,MIR4751,"RNA, micro",
